id,type,text1,text2,text3,notes
station_auris,CUSTOM,"Auris' Grip has only been in orbit for a very short time, having been set up by a surprisingly well equipped pirate coalition only a few months after the Hegemony's arrival.  Since then the number of rogues calling the station home has grown tremendously, and there's little sign that they'll be removed any time soon.",,,
station_lance,CUSTOM,"Too large to be easily evicted, but too small to accomplish its strategic purpose, Lance Base finds itself in the awkward position of being a thorn in the SRA's side.  Set up in a hurry when it became apparent that resistance was too heavy to allow the initial thrust to succeed, this stations facilities are remarkably spartan.",,,
station_prana,CUSTOM,"This colossal space based factory complex is one of the vital centers of the SRA coalition's great industrial might, devoted almost entirely to laying down hulls; tens of thousands of workers make the upper levels of the station their home, while the lower are packed with modular factory units.",,,
berins_stash,CUSTOM,"Established in the mysterious Gliese Field Anomaly on the outer edge of the Anar system, Berin's Stash initially began as a small hideaway for stolen goods for the pirate it draws its name from; over 20 cycles later it has developed into a major freeport frequented by pirates, freebooters, smugglers and other 'free spirits.'",,,
station_udana,CUSTOM,"Built immediately following the Second AI War, Udana Station exists, ostensibly, to provide humanitarian aid to refugees created by the devastation of Hanan Pacha.  Unfortunately it seems as though the effort has left this outpost a victim of its own success, and the station is now inundated with a mass of refugees, swamping the Stations administration and stretching it's logistics to the limit, and the simple design of the station has begun to fade under a mass of habitats, temporary shelters, and other hurriedly jury rigged modules.",,,
outpost_tiger,CUSTOM,"Initially little more than an impromptu firebase constructed to give support to the SRA task forces assigned to the system in the midst of the Askonian Crisis, Outpost Tiger has grown into a sizable military installation, and something of a thorn in the side of the Diktat.  Several attempts have been made to expel the defenders, but so far the installation has managed to resist the Diktat military.",,,
pillager_point,CUSTOM,"Once a research outpost observing the interactions between Yajna and Udgarti, what was once called Dharma Research Post suffered from a massive supply shortage during the collapse and was shortly abandoned for safer havens; for many cycles the station was left empty, until a band of enterprising rogues took up residence some 160 odd cycles ago.  Renamed Pillager Point, it’s grown to haven of various Freebooters and one of the largest and most pernicious Outlaw stations in the region; rumors tell that it’s the headquarters of a particularly violent and well equipped criminal cartel, but this remains unverified.",,,
planet_jnana,CUSTOM,"Once thought to be a worthwhile target for colonization, Jnandas sparse biosphere is dominated by a variety of sporiforms which are highly toxic to humans, and whose ingestion tends to result in vivid, terrifying hallucinations and permanent neurological impairment.  Despite the hazard, the planets material worth is enough to justify its inhabitation, and its position near the main jump entry to the system, in addition to Yajnas strategic location, has resulted in the SRA constructing a major military base here.",,,
planet_hotri,CUSTOM,"Hotri was colonized by one of the initial waves of sporeships, long before any of the other worlds was inhabited.  Comfortably inhabited despite some paucity of water, Hotri is rich in minerals and possesses surprisingly good farmland; both the SRA and Persean League have been making overtures to the local government for some time now, seeking to integrate the valuable world into their respective coalitions, but the locals remain stubbornly independent, unwilling to disrupt their way of life.",,,
hotri_port,CUSTOM,"Converted into an improvised orbital base sometime during the preceding century, Hotri Port is based in the mostly stripped hulk of the sporeship that carried Hotri’s colonists the planet before the collapse.",,,
planet_mantra,CUSTOM,"An unpleasant world requiring significant accommodations to allow human habitation, Mantra joined the Persean League shortly after its founding and has been a reliable source of volatiles and local political turmoil since; the local government only has a very weak military presence, maintaining totalitarian control through an extensive system of secret police, but its population and acceptable industrial capacity has allowed the League to contest control of the system.  Mantra’s frigid atmosphere is host to large quantities of volatiles, and it has small subsurface deposits of organics indicating that at some point in the distant past it played host to some manner of primitive biosphere.",,,
planet_karma,CUSTOM,"A small world of barren rock, Karma is home to a number of valuable ore deposits; the SRA managed to stake first claim and set up a small mining colony on the surface.",,,
maks_hole,CUSTOM,"Reportedly named to mock another pirate lord, Maks Hole is a tiny outpost of lawlessness on the fringe of the system, surviving mostly by obscurity and being too small to bother with; shortages of various types are frequent, and the pirates who make this station their home have a reputation for possessing an almost singular desperation.",,,
wrecked_gate,CUSTOM,"This derelict ring stands scarred, much of its arcane internals absent.",,,
,,,,,
shadow_industry,FACTION,"The Shadowyards Reconstruction Authority is the most lasting incarnation of a long line of anti-Domain movements which survived by virtue of remaining one step ahead of the Domains authority intruding into newly colonized space.  Rejecting the vast machines of the Domains' industry, this lineage of rebel groups had a noted history of modifying, and in some instances designing, machinery and arms to suit their own needs.  In the decades leading up to the collapse this group came under the control of one Alexandr Inokkenti, who put it’s technical expertise to use creating warships and weapons with which to oppose the Domain.

Due to it's unusual capacities and the fact that it managed to survive the Domains wrath, the SRA tends to feature in a supporting role in a number of conspiracy theories; while the supposed intentions and capabilities of the organization vary quite wildly depending on the tale, it is agreed that the SRA are, at best, unsuspecting dupes of some agency with malign intentions for the sector. The entity pulling the Yardies strings is most commonly alleged to be either the Tri-Tachyon corporation or Domain Intelligence, both popular players in a vast number of other conspiracy theories as well.

Having survived both the Domains' reprisals and the Collapse, these rebels formally merged with the civilian government of the Anar system in c. 23 to become the Shadowyards Reconstruction Authority.  The SRA is strongly industrially focused, and the bulk of its efforts and trade is devoted to improving the industrial base and infrustructure of the sector; Hegemony analysts note that the bulk of this material aid goes to entities friendly to the SRA or amenable to becoming a part of the SRA coalition.  SRA officials counter that is difficult to send aid to a power hostile to your presence.",,,
,,,,,
ms_hdbatteries,RESOURCE,"Large battery systems capable of holding a sizable charge that can be delivered on demand.  Primarily kept on hand to provide emergency power supplies, they are also useful in a wide variety of industrial applications, particular those involving Volatiles.",,,
ms_clonedParts,RESOURCE,"Replacement organs cloned in a biomedical facility; highly prized, these particular specimens are made to be implanted in any patient.  While not illegal these are often dangerous, or at least legally confounding, to transport.",,,
